,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
44,6719,The Graph,GRT,the-graph,387,2020-12-17T00:00:00.000Z,"['ai-big-data', 'enterprise-solutions', 'defi', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'analytics', 'coinfund-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'ledgerprime-portfolio', 'multicoin-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'injective-ecosystem']",,9323016700.89564,10791587827.05793,False,,45,,,,2023-12-14T20:34:00.000Z,0.17224028016710294,96295977.25569507,52.2865,-0.80153489,5.15678984,5.80034283,39.55648319,109.18363942,96.50153362,1605799008.5648446,0.0994,1858746110.78,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc944e90c64b2c07662a292be6244bdf05cda44a7,2023-12-14 15:36:36.879321
45,4195,FTX Token,FTT,ftx-token,200,2019-07-31T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'derivatives', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",352170015.0,328895103.813207,328895103.813207,False,,46,,,,2023-12-14T20:35:00.000Z,4.881032834670365,123671242.70358923,-40.8837,-0.21301,-0.98020696,11.30868532,53.05285763,366.31206416,369.82201807,1605347800.8745816,0.0994,1718953406.6,,2023-12-14T20:35:00.000Z,1839.0,BNB Beacon Chain (BEP2),BNB,bnb,FTT-F11,2023-12-14 15:36:36.879321
46,6892,MultiversX,EGLD,multiversx-egld,205,2020-09-04T00:00:00.000Z,"['binance-launchpad', 'binance-labs-portfolio', 'electric-capital-portfolio', 'exnetwork-capital-portfolio', 'elrond-ecosystem', 'injective-ecosystem', 'bnb-chain', 'layer-1', 'dwf-labs-portfolio']",31415926.0,26327054.0,26332206.0,False,,47,26327054.0,1583112134.1473963,,2023-12-14T20:34:00.000Z,60.132521251614264,71593820.7866538,-23.4584,-0.34045822,-3.90383204,23.19422862,34.55222652,147.23258378,143.00179402,1583112134.1473963,0.0981,1889118837.83,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
47,4847,Stacks,STX,stacks,133,2019-10-28T00:00:00.000Z,"['mineable', 'platform', 'collectibles-nfts', 'defi', 'smart-contracts', 'metaverse', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'hashkey-capital-portfolio', 'huobi-capital-portfolio', 'usv-portfolio', 'web3', 'injective-ecosystem', 'bitcoin-ecosystem']",1818000000.0,1427873123.278051,1818000000.0,False,,48,1048765672.087772,1138925116.3233442,,2023-12-14T20:34:00.000Z,1.0859671961383828,273523596.68532044,125.3842,0.59967021,8.5210337,10.39790398,75.36668745,112.86887839,134.31813657,1550623372.1276202,0.096,1974288362.58,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
48,7278,Aave,AAVE,aave,757,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio']",16000000.0,14667475.26589485,16000000.0,False,,49,,,0.23278869,2023-12-14T20:35:00.000Z,101.18179084675424,152543835.52517036,23.004,0.73743885,7.44822433,3.13992019,12.97621423,57.88269215,85.12302957,1484081414.6037138,0.0919,1618908653.55,6375229785.65207,2023-12-14T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,2023-12-14 15:36:36.879321
49,11841,Arbitrum,ARB,arbitrum,659,2023-03-23T12:50:11.000Z,"['scaling', 'dao', 'dapp', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'layer-2', 'rollups', 'pantera-capital-portfolio', 'arbitrum-ecosytem', 'modular-blockchain', 'egirl-capital-portfolio']",,1275000000.0,10000000000.0,False,,50,,,,2023-12-14T20:34:00.000Z,1.1627437090528892,444213322.93903846,-48.1114,-0.53791236,-1.83709635,0.74117316,8.28814137,44.29681375,47.06696771,1482498229.0424337,0.0918,11627437090.53,,2023-12-14T20:34:00.000Z,11841.0,Arbitrum,ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,2023-12-14 15:36:36.879321
50,26081,First Digital USD,FDUSD,first-digital-usd,126,2023-07-26T04:26:40.000Z,"['stablecoin', 'ethereum-ecosystem', 'binance-smart-chain', 'usd-stablecoin']",,1396067781.71,1396067781.71,False,,51,,,,2023-12-14T20:35:00.000Z,1.0014120475042012,3417745183.990594,4.352,-0.10436115,-0.10544263,0.15938519,0.16933422,0.14761841,0.15882323,1398039095.7368593,0.0866,1398039095.74,,2023-12-14T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc5f0f7b66764F6ec8C8Dff7BA683102295E16409,2023-12-14 15:36:36.879321
51,3155,Quant,QNT,quant,213,2018-08-10T00:00:00.000Z,"['platform', 'interoperability']",14881364.0,12072738.0,14881364.0,False,,52,,,,2023-12-14T20:35:00.000Z,113.24895404590467,24588232.76209518,0.5962,-0.42003036,-1.01021377,2.87007392,12.38397733,31.87484649,21.94390765,1367224950.970247,0.0847,1685298907.78,,2023-12-14T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4a220e6096b25eadb88358cb44068a3248254675,2023-12-14 15:36:36.879321
52,25028,ORDI,ORDI,ordi,90,2023-05-08T05:51:24.000Z,"['bitcoin-ecosystem', 'brc-20']",21000000.0,21000000.0,21000000.0,False,,53,21000000.0,1356959302.4340029,,2023-12-14T20:34:00.000Z,64.61710963971443,1241058282.8318105,148.438,-0.53901029,26.69477573,26.99696318,196.2855076,1949.36840515,1935.5913297,1356959302.4340029,0.0841,1356959302.43,,2023-12-14T20:34:00.000Z,1.0,Ordinals-BRC20,BTC,bitcoin,b61b0172d95e266c18aea0c624db987e971a5d6d4ebc2aaed85da4642d635735i0,2023-12-14 15:36:36.879321
53,2586,Synthetix,SNX,synthetix,531,2018-03-14T00:00:00.000Z,"['services', 'decentralized-exchange-dex-token', 'defi', 'derivatives', 'dao', 'yield-farming', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'synthetics', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'parafi-capital', 'paradigm-portfolio', 'fantom-ecosystem', 'spartan-group', 'bnb-chain', 'optimism-ecosystem', 'real-world-assets', 'dwf-labs-portfolio', 'celsius-bankruptcy-estate']",,300850434.52833575,328193104.0887736,False,,54,,,,2023-12-14T20:34:00.000Z,4.2804681481650935,105734063.45148766,-25.6885,-1.36402589,-2.91159817,15.53964576,64.99296152,129.76401703,99.070149,1287780702.360169,0.0798,1404820128.5,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,2023-12-14 15:36:36.879321
54,4687,BUSD,BUSD,binance-usd,7488,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin', 'optimism-ecosystem', 'alleged-sec-securities', 'linea-ecosystem']",,1260859406.6281714,1260859406.6281714,True,,55,,,,2023-12-14T20:34:00.000Z,1.001236136266994,87778339.55160339,-49.875,-0.01864001,-0.24001203,0.13026806,0.09902371,0.0647869,0.08411119,1262418000.668285,0.0782,1262418000.67,,2023-12-14T20:34:00.000Z,1839.0,BNB Beacon Chain (BEP2),BNB,bnb,BUSD-BD1,2023-12-14 15:36:36.879321
55,1518,Maker,MKR,maker,414,2017-01-29T00:00:00.000Z,"['store-of-value', 'defi', 'dao', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'bnb-chain', 'real-world-assets', 'standard-crypto-portfolio']",1005577.0,918686.02063129,977631.03695089,False,,56,,,0.21121843,2023-12-14T20:34:00.000Z,1351.1263796677483,60189748.48240514,9.4835,-0.41678185,-1.29804394,-5.85891572,-0.93866364,-6.25185385,9.31876124,1241260917.1069252,0.0769,1358661611.49,5876669529.58024,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2,2023-12-14 15:36:36.879321
56,16086,BitTorrent (New),BTT,bittorrent-new,134,2019-01-31T00:00:00.000Z,"['platform', 'distributed-computing', 'filesharing', 'interoperability', 'staking', 'tron-ecosystem', 'storage', 'binance-launchpad', 'binance-labs-portfolio', 'web3', 'bnb-chain', 'sec-security-token', 'alleged-sec-securities']",,951421714286000.0,990000000000000.0,False,,57,,,,2023-12-14T20:34:00.000Z,1.2619367738332765e-06,69533800.85763352,-18.281,-0.38440166,-3.06510219,64.81310062,164.39488558,240.76278893,224.99690812,1200634048.6810002,0.0743,1249317406.09,,2023-12-14T20:34:00.000Z,1958.0,Tron20,TRX,tron,TAFjULxiVgT4qWk6UZwjqwZXTSaGaqnVp4,2023-12-14 15:36:36.879321
57,4558,Flow,FLOW,flow,165,2021-01-27T00:00:00.000Z,"['platform', 'collectibles-nfts', 'staking', 'coinbase-ventures-portfolio', 'coinfund-portfolio', 'dcg-portfolio', 'ledgerprime-portfolio', 'a16z-portfolio', 'animoca-brands-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",,1476732732.0,1476732731.7355182,True,,58,,,,2023-12-14T20:34:00.000Z,0.7937810601294949,51650839.25090826,-12.8464,-0.42184964,1.41527639,1.77592307,22.05325509,81.68969245,86.17453893,1172202473.5348852,0.0726,1172202473.32,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
58,3513,Fantom,FTM,fantom,556,2018-10-29T00:00:00.000Z,"['platform', 'enterprise-solutions', 'defi', 'research', 'scaling', 'smart-contracts', 'fantom-ecosystem', 'injective-ecosystem', 'layer-1']",3175000000.0,2803634835.5265927,3175000000.0,False,,59,,,,2023-12-14T20:34:00.000Z,0.4176104432032724,195659693.20210865,56.5562,-1.6587188,7.40391838,23.93272331,38.50245187,126.41832544,116.58483614,1170827186.244394,0.0725,1325913157.17,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
59,23095,Bonk,BONK,bonk1,122,2022-12-30T06:58:50.000Z,"['memes', 'solana-ecosystem', 'doggone-doggerel']",100000000000000.0,60837624528359.0,93915674902775.5,False,,60,59292999552806.1,1134228910.2839952,,2023-12-14T20:34:00.000Z,1.912922130501857e-05,443394546.7753787,102.3233,11.2023046,49.19787148,95.95773647,889.66853626,9534.3453512,9282.51916367,1163776383.2746053,0.0721,1912922130.5,,2023-12-14T20:34:00.000Z,5426.0,Solana,SOL,solana,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,2023-12-14 15:36:36.879321
60,28298,Beam,BEAM,onbeam,57,2021-10-29T04:07:32.000Z,"['gaming', 'ethereum-ecosystem', 'binance-chain', 'binance-launchpool', 'governance', 'play-to-earn', 'token', 'gaming-guild', 'spartan-group', 'dwf-labs-portfolio']",,47371575676.98152,62955102600.0,False,,61,47369832685.93709,1161969371.081015,,2023-12-14T20:34:00.000Z,0.024529733486391953,143800800.7053191,18.2668,-0.34270704,3.3747408,53.88790002,244.76719765,398.29211007,398.29211007,1162012126.186804,0.072,1544271888.39,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x62D0A8458eD7719FDAF978fe5929C6D342B0bFcE,2023-12-14 15:36:36.879321
61,2087,KuCoin Token,KCS,kucoin-token,43,2017-10-24T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'algorand-ecosystem']",170118638.0,96732986.31902875,144232986.31894475,False,,62,,,,2023-12-14T20:35:00.000Z,11.610083838188316,23285542.69632693,102.272,-0.0062974,-15.93209519,24.67752071,93.87102577,159.60552848,173.8594615,1123078081.0822473,0.0696,1975091649.62,,2023-12-14T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0xf34960d9d60be18cc1d5afc1a6f012a723a28811,2023-12-14 15:36:36.879321
62,2416,Theta Network,THETA,theta-network,168,2018-01-17T00:00:00.000Z,"['media', 'vr-ar', 'ai-big-data', 'distributed-computing', 'collectibles-nfts', 'content-creation', 'defi', 'entertainment', 'sharing-economy', 'video', 'metaverse', 'huobi-capital-portfolio', 'web3']",1000000000.0,1000000000.0,1000000000.0,False,,63,,,,2023-12-14T20:34:00.000Z,1.10751870217745,33679800.49627544,64.8241,0.06820498,2.92315939,5.57129269,21.49390221,84.9829101,82.54995955,1107518702.17745,0.0686,1107518702.18,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
63,6210,The Sandbox,SAND,the-sandbox,472,2020-08-05T00:00:00.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'ethereum-ecosystem', 'binance-launchpad', 'metaverse', 'play-to-earn', 'animoca-brands-portfolio', 'sec-security-token', 'alleged-sec-securities']",3000000000.0,2101731926.2233226,3000000000.0,False,,64,,,,2023-12-14T20:35:00.000Z,0.5245426531732054,163818413.3037309,4.7993,-0.39468449,3.06498992,14.72336933,26.27636514,80.97797229,74.1382212,1102448040.8400133,0.0683,1573627959.52,,2023-12-14T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3845badAde8e6dFF049820680d1F14bD3903a5d0,2023-12-14 15:36:36.879321
64,4172,Terra Classic,LUNC,terra-luna,459,2019-07-26T00:00:00.000Z,"['cosmos-ecosystem', 'store-of-value', 'defi', 'payments', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'solana-ecosystem', 'arrington-xrp-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'pantera-capital-portfolio', 'terra-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,5831104823840.073,6821949171307.311,True,,65,5831105231393.895,1033629421.2682638,,2023-12-14T20:35:00.000Z,0.0001772613218679952,126060502.30851914,-8.2191,-0.91912155,-2.06712576,-12.49970975,129.69533625,207.67067155,202.23448734,1033629349.0247347,0.064,1209267727.82,,2023-12-14T20:35:00.000Z,,,,,,2023-12-14 15:36:36.879321
65,5665,Helium,HNT,helium,103,2020-06-05T00:00:00.000Z,"['mineable', 'enterprise-solutions', 'distributed-computing', 'iot', 'solana-ecosystem', 'usv-portfolio', 'multicoin-capital-portfolio', 'web3']",223000000.0,158765852.454834,158765852.454834,False,,66,,,,2023-12-14T20:34:00.000Z,6.3481560323386494,53122439.54943845,297.8884,1.69769491,21.62117487,23.45508086,230.24880174,336.26288225,358.600772,1007870403.9905425,0.0624,1415638795.21,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
66,3602,Bitcoin SV,BSV,bitcoin-sv,223,2018-11-09T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'medium-of-exchange', 'store-of-value', 'state-channel', 'bitcoin-ecosystem']",21000000.0,19578906.25,19578906.25,False,,67,,,,2023-12-14T20:34:00.000Z,49.75839298035785,46655715.12505113,-0.2745,-0.22362554,0.7985816,-3.06833805,4.53371619,47.43287029,59.45698967,974214911.3130844,0.0603,1044926252.59,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
67,6783,Axie Infinity,AXS,axie-infinity,387,2020-08-31T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'binance-launchpad', 'metaverse', 'defiance-capital-portfolio', 'play-to-earn', 'animoca-brands-portfolio', 'sec-security-token', 'alleged-sec-securities']",270000000.0,132040366.96947305,270000000.0,False,,68,133353580.23132302,981581914.8848501,,2023-12-14T20:34:00.000Z,7.360746619491881,72523607.6358757,3.0927,-0.40329246,2.50202827,1.5417996,22.91206361,71.51333674,55.28008355,971915684.8070161,0.0602,1987401587.26,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xbb0e17ef65f82ab018d8edd776e8dd940327b28b,2023-12-14 15:36:36.879321
68,1966,Decentraland,MANA,decentraland,438,2017-09-17T00:00:00.000Z,"['platform', 'collectibles-nfts', 'gaming', 'payments', 'metaverse', 'boostvc-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'polygon-ecosystem', 'play-to-earn', 'sec-security-token', 'alleged-sec-securities']",,1893095370.6427295,2193179327.320146,False,,69,,,,2023-12-14T20:34:00.000Z,0.5078421002643008,106301841.47287022,-15.8466,-0.35504115,2.25278772,2.88679092,20.73527585,77.38501402,73.01848269,961393529.0278287,0.0595,1113788795.84,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,2023-12-14 15:36:36.879321
69,2011,Tezos,XTZ,tezos,338,2017-10-06T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'defi', 'smart-contracts', 'polychain-capital-portfolio', 'boostvc-portfolio', 'winklevoss-capital-portfolio', 'layer-1']",,963488735.380786,984466524.989148,True,,70,,,,2023-12-14T20:34:00.000Z,0.9618224771059813,39429578.93431208,6.5374,-0.8094576,4.45271826,6.45379999,14.2948237,46.24991423,44.75641538,926705122.1276569,0.0574,946882031.69,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
70,1376,Neo,NEO,neo,302,2016-09-08T00:00:00.000Z,"['platform', 'enterprise-solutions', 'smart-contracts']",100000000.0,70538831.0,100000000.0,False,,71,,,,2023-12-14T20:34:00.000Z,13.101031749293899,82273118.98183008,-41.4657,0.40368473,1.9218573,9.18265015,14.62767896,89.50635843,79.83001841,924131464.4890767,0.0572,1310103174.93,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
71,1720,IOTA,IOTA,iota,122,2017-06-13T00:00:00.000Z,"['dag', 'medium-of-exchange', 'iot', 'sharing-economy', 'dwf-labs-portfolio']",4600000000.0,3057265852.0,4600000000.0,False,,72,,,,2023-12-14T20:34:00.000Z,0.2913714487628282,108313506.35981107,79.8903,-0.79424689,4.50736243,0.82525086,58.07526021,99.85215595,84.05024114,890799980.5503623,0.0552,1340308664.31,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
72,1765,EOS,EOS,eos,602,2017-07-01T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'smart-contracts', 'eos', 'fenbushi-capital-portfolio', 'galaxy-digital-portfolio', 'dwf-labs-portfolio']",,1111299086.5056,1111299086.5056,True,,73,1111294766.0194,870523479.8577331,,2023-12-14T20:34:00.000Z,0.7833416537863334,130175430.93440303,1.5701,-0.32616723,0.40428585,1.75695226,14.299653,42.68431674,37.3152706,870526864.2745383,0.0539,870526864.27,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
73,7080,Gala,GALA,gala,346,2020-09-16T00:00:00.000Z,"['collectibles-nfts', 'gaming', 'binance-smart-chain', 'polygon-ecosystem', 'play-to-earn', 'dwf-labs-portfolio']",50000000000.0,26702504724.36411,28731664860.378742,False,,74,29733425419.257885,939916733.5310009,,2023-12-14T20:34:00.000Z,0.031611451431432826,122812046.99548802,14.7594,-0.46240502,1.13525859,1.94206151,42.86160008,130.37066288,117.11579379,844104931.1918416,0.0523,1580572571.57,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xd1d2Eb1B1e90B638588728b4130137D262C87cae,2023-12-14 15:36:36.879321
74,4846,Kava,KAVA,kava,142,2019-10-25T00:00:00.000Z,"['cosmos-ecosystem', 'defi', 'binance-launchpad', 'binance-labs-portfolio', 'lending-borowing', 'arrington-xrp-capital-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'injective-ecosystem', 'dwf-labs-portfolio']",,1025003995.0,1025003994.0,True,,75,1024990996.0,827242027.5085993,,2023-12-14T20:34:00.000Z,0.8070724823309563,29250293.56612291,102.8969,0.89838102,4.15752497,-8.45009584,3.41757242,38.18454888,26.85158457,827252518.6437972,0.0512,827252517.84,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0C356B7fD36a5357E5A017EF11887ba100C9AB76,2023-12-14 15:36:36.879321
75,4256,Klaytn,KLAY,klaytn,237,2020-03-30T00:00:00.000Z,"['platform', 'enterprise-solutions', 'injective-ecosystem']",,3277031829.6510773,5864302216.651077,True,,76,,,,2023-12-14T20:35:00.000Z,0.2494538964797688,26561817.15202527,-23.8661,-0.11164803,-1.31354633,14.10918044,56.55138152,90.46898008,112.03355073,817468358.7946872,0.0506,1462873038.08,,2023-12-14T20:35:00.000Z,,,,,,2023-12-14 15:36:36.879321
76,8646,Mina,MINA,mina,123,2021-03-02T00:00:00.000Z,"['pos', 'zero-knowledge-proofs', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio']",,1017716016.8400393,1104475132.8400393,True,,77,,,,2023-12-14T20:34:00.000Z,0.7814610541954323,39962002.84374119,-25.6173,-0.46280154,-1.56726822,5.72807876,32.05923644,114.34537024,108.54711343,795305431.3913934,0.0492,863104301.64,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
77,19891,USDD,USDD,usdd,151,2022-05-02T08:07:12.000Z,"['stablecoin', 'algorithmic-stablecoin', 'arbitrum-ecosytem', 'usd-stablecoin']",,725332033.742248,725332033.742248,False,,78,,,,2023-12-14T20:34:00.000Z,0.9906632672972766,42864289.34549573,-5.6968,-0.02903191,0.00491156,0.03787381,-0.51334222,-0.86152113,-0.81314321,718559802.4224739,0.0445,718559802.42,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0c10bf8fcb7bf5412187a595ab97a3609160b5c6,2023-12-14 15:36:36.879321
78,11092,Bitget Token,BGB,bitget-token-new,12,2021-07-29T00:00:00.000Z,['centralized-exchange'],2000000000.0,1400000000.0,2000000000.0,False,,79,1400000000.0,697162143.9380231,,2023-12-14T20:34:00.000Z,0.49797295995573077,14400097.94426988,-13.6008,-0.2241655,1.58909341,-3.81421367,-3.04576725,16.49806437,11.56102283,697162143.9380231,0.0432,995945919.91,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x19de6b897ed14a376dda0fe53a5420d2ac828a28,2023-12-14 15:36:36.879321
79,6953,Frax Share,FXS,frax-share,227,2020-09-08T00:00:00.000Z,"['defi', 'seigniorage', 'avalanche-ecosystem', 'exnetwork-capital-portfolio', 'olympus-pro-ecosystem', 'arbitrum-ecosytem', 'liquid-staking-derivatives']",,75496543.69719876,99681495.59113361,False,,80,75496543.69719876,691371346.2813257,,2023-12-14T20:34:00.000Z,9.157655601483892,38219734.28817485,6.9893,-0.24665018,2.65956479,3.25696248,24.33139855,56.88515201,72.51020619,691371346.2813257,0.0428,912848806.46,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,2023-12-14 15:36:36.879321
80,7501,WOO Network,WOO,wootrade,250,2020-10-23T00:00:00.000Z,"['centralized-exchange', 'three-arrows-capital-portfolio', 'exnetwork-capital-portfolio', 'polygon-ecosystem', 'arbitrum-ecosytem', 'mvb', 'vbc-ventures-portfolio', 'injective-ecosystem', 'bnb-chain']",,1777705973.3219864,2230434666.901858,False,,81,1777705973.3219864,682176604.4804518,,2023-12-14T20:35:00.000Z,0.38373983927481176,147557036.4008299,161.4742,0.45460868,26.42961203,59.34958949,57.15273359,117.29643126,137.77045169,682176604.4804518,0.0423,855906640.59,,2023-12-14T20:35:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,2023-12-14 15:36:36.879321
81,2634,XDC Network,XDC,xdc-network,65,2018-04-12T00:00:00.000Z,"['enterprise-solutions', 'smart-contracts', 'xdc-ecosystem', 'layer-1']",,13884097834.35,37705012698.75,False,,82,13884096574.5,679908222.9725622,,2023-12-14T20:34:00.000Z,0.04897028908753808,18850897.20840241,1.7491,0.33820679,0.3868749,-2.13560071,-4.78533369,1.95307765,-11.07579542,679908284.6677809,0.0421,1846425371.91,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
82,20947,Sui,SUI,sui,183,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'layer-1']",10000000000.0,1033262462.9330767,10000000000.0,False,,83,,,,2023-12-14T20:34:00.000Z,0.6485343484584168,143656282.8054203,-7.0604,-0.61582825,-1.15232742,-3.39399352,14.55881818,57.95361659,47.24424292,670106198.184842,0.0415,6485343484.58,,2023-12-14T20:34:00.000Z,20947.0,Sui Network,SUI,sui,0x2::sui::SUI,2023-12-14 15:36:36.879321
83,10791,eCash,XEC,ecash,85,2021-07-08T00:00:00.000Z,['layer-1'],21000000000000.0,19578592173092.0,19578592173092.0,False,,84,19578592173092.0,668608119.0144689,,2023-12-14T20:34:00.000Z,3.4149958950234224e-05,16936528.20087812,-22.467,-0.2196515,0.3731772,2.32316978,12.26971195,41.76923741,43.79633307,668608119.0144689,0.0414,717149137.95,,2023-12-14T20:34:00.000Z,,,,,,2023-12-14 15:36:36.879321
84,4066,Chiliz,CHZ,chiliz,406,2019-07-01T00:00:00.000Z,"['sports', 'collectibles-nfts', 'content-creation', 'payments', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",8888888888.0,7655073479.973704,8888888888.0,False,,85,,,,2023-12-14T20:34:00.000Z,0.0862776741276178,77154686.84884003,13.3666,-0.32866217,1.89497174,0.93777835,14.17588708,54.96564984,47.22535495,660461935.1281404,0.0409,766912658.84,,2023-12-14T20:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3506424f91fd33084466f402d5d97f05f8e3b4af,2023-12-14 15:36:36.879321
85,7334,Conflux,CFX,conflux-network,128,2020-11-11T00:00:00.000Z,"['mineable', 'pow', 'platform', 'collectibles-nfts', 'defi', 'payments', 'research', 'smart-contracts', 'staking', 'hybrid-pow-dpos', 'huobi-capital-portfolio', 'web3', 'injective-ecosystem', 'bnb-chain', 'dwf-labs-portfolio']",,3551763027.7969637,5278164274.0,True,,86,,,,2023-12-14T20:35:00.000Z,0.18585008777743245,51413243.97340491,-10.594,-0.04361946,-0.66610118,-6.64166192,17.61630983,61.72407364,57.96509254,660095470.4807049,0.0409,980947293.63,,2023-12-14T20:35:00.000Z,,,,,,2023-12-14 15:36:36.879321
